frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id75,id80,id81,id82,id83,id85,id86,id87,id101,id105,id109,id111,id115,id118,id119,id120,id124,id127,id134,id137,id140,id144,id145,id146,id147,id150,id152,id153,id154,id158,id159,id166,id167,id171,id172,id173,id176,id177,id179,id185,id188,id190,id198,id200,id201,id203,id211,id212,id215,id216,id217,id218,id219,id221,id228,id229,id230,id233,id236,id242,id249,id253,id255,id258,id262,id264,id268
76,,,,,,,,"(549.02, 61.34)","(439.43, 103.14)",,,"(679.54, 131.53)",,"(433.67, 366.28)","(321.33, 325.36)","(615.05, 295.37)","(604.15, 167.56)",,,,,,,,,,,,,,,,"(352.24, 324.06)",,,,,,,,,,"(51.99, 184.06)",,,,"(584.32, 288.08)",,,,,,,,,,,"(354.57, 330.29)","(424.52, 302.56)",,,,,"(183.44, 242.20)",,,,"(618.83, 123.92)","(552.96, 240.48)","(698.52, 83.30)",,,,"(483.56, 115.38)","(731.29, 365.12)",,,"(750.09, 306.10)","(154.51, 115.97)",,,,"(420.48, 333.40)",,,"(328.03, 223.96)",,,"(745.17, 246.06)","(60.04, 134.15)","(43.55, 225.53)",,"(91.83, 222.17)","(64.63, 252.76)",,"(207.76, 139.98)","(684.92, 312.24)","(186.06, 316.54)","(184.95, 199.52)","(350.60, 237.13)","(326.26, 364.14)","(418.34, 270.43)","(161.46, 129.06)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,"(549.39, 60.52)","(439.89, 99.76)",,,"(679.58, 127.28)",,"(433.60, 366.21)","(321.43, 325.35)","(613.51, 293.94)","(604.93, 166.84)",,,,,,,,,,,,,,,,,,,,,,,,,,"(48.35, 182.37)",,,,"(584.45, 284.15)",,,,,,,,,,,,"(424.24, 301.49)",,,,,"(183.48, 242.23)",,,,"(618.73, 121.48)","(552.65, 236.48)","(696.86, 81.34)",,,,"(482.73, 112.06)","(733.66, 365.53)",,,"(749.81, 306.98)","(154.20, 113.19)",,,,"(419.25, 333.00)",,,"(328.07, 223.85)",,,"(745.12, 241.39)","(60.01, 130.38)","(43.00, 222.59)",,"(91.84, 219.17)","(63.72, 249.09)",,"(208.14, 136.52)","(682.86, 311.51)","(184.43, 319.93)","(183.14, 196.81)","(351.28, 235.03)","(325.54, 364.39)","(418.48, 267.99)","(163.66, 126.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,"(549.74, 59.58)","(440.14, 96.54)",,,"(679.28, 123.68)",,"(433.62, 366.34)","(321.39, 325.34)","(612.22, 292.07)","(605.95, 165.79)",,,,,,,,,,,,,,,,,,,,,,,,,,"(45.61, 180.29)",,,,"(584.83, 280.64)",,,,,,,,,,,,"(423.66, 300.60)",,,,,"(183.55, 242.19)",,,,"(617.99, 118.34)","(552.40, 231.94)","(695.61, 78.45)",,,,"(481.80, 109.19)","(735.48, 366.21)",,,"(749.42, 307.85)","(153.82, 110.90)",,,,"(418.67, 332.50)",,,"(328.51, 223.68)",,,"(745.28, 237.47)","(59.53, 126.63)","(43.09, 219.00)",,"(92.28, 215.93)","(62.66, 245.38)",,"(208.22, 134.19)","(681.34, 310.87)","(182.57, 322.98)","(180.83, 194.22)","(352.13, 232.88)","(325.46, 364.31)","(418.81, 265.64)","(166.23, 123.08)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,"(550.09, 58.06)","(440.46, 92.78)",,,"(679.39, 120.07)",,"(433.63, 366.59)","(321.41, 325.32)","(611.93, 290.19)","(606.95, 164.06)",,,,,,,,,,,,,,,,,,,,,,,,,,"(42.92, 178.07)",,,,"(584.52, 276.79)",,,,,,,,,,,,"(423.64, 300.29)",,,,,"(183.61, 242.21)",,,,"(617.93, 114.96)","(551.81, 228.56)","(693.95, 75.45)",,,,"(481.06, 106.65)","(737.14, 365.19)",,,"(748.97, 308.66)","(153.82, 107.55)",,,,"(418.42, 332.45)",,,"(328.86, 223.69)",,,"(746.46, 233.48)","(59.23, 122.23)","(42.34, 215.16)",,"(92.82, 212.47)","(62.02, 242.11)",,"(208.27, 130.72)","(680.12, 310.81)","(181.28, 325.91)","(178.29, 191.01)","(352.77, 230.23)","(325.39, 364.27)","(419.58, 263.34)","(168.06, 119.58)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,"(550.67, 56.34)","(441.35, 89.65)",,,"(679.29, 117.38)",,"(433.32, 366.38)","(321.44, 325.33)","(612.20, 286.62)","(607.67, 162.45)",,,,,,,,,,,,,,,,,,,,,,,,,,"(40.44, 176.42)",,,,"(584.39, 272.82)",,,,,,,,,,,,"(423.41, 299.60)",,,,,"(183.69, 242.26)",,,,"(617.91, 111.47)","(551.50, 224.89)","(692.78, 72.54)",,,,"(480.10, 104.55)","(739.33, 365.05)",,,"(747.42, 309.41)","(153.55, 104.42)",,,,"(418.42, 331.49)",,,"(329.16, 223.36)",,,"(747.59, 229.66)","(59.30, 117.93)","(42.38, 212.36)",,"(92.73, 209.52)","(61.32, 238.71)",,"(207.65, 126.97)","(679.16, 311.92)","(179.74, 328.54)","(175.74, 187.97)","(353.29, 227.82)","(325.59, 363.95)","(420.42, 260.53)","(169.89, 116.04)","(39.78, 83.02)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,"(550.47, 53.67)","(441.90, 85.85)",,,"(679.23, 113.56)",,"(432.94, 366.18)","(321.52, 325.40)","(611.80, 283.39)","(608.51, 160.07)",,,,,,,,,,,,,,,,,,,,,,,,,,"(37.26, 174.70)",,,,"(582.60, 268.58)",,,,,,,,,,,,"(425.07, 295.87)",,,,,"(183.69, 242.15)",,,,"(617.83, 108.27)","(550.47, 222.06)","(691.80, 69.97)",,,,"(479.30, 102.59)","(740.12, 365.22)",,,"(746.41, 309.88)","(153.67, 101.75)",,,,"(418.35, 330.51)",,,"(329.42, 223.25)",,,"(748.10, 225.49)","(59.33, 114.01)","(41.69, 210.07)",,"(92.73, 206.14)","(60.04, 234.73)",,"(206.66, 123.40)","(679.17, 313.34)","(178.29, 330.87)","(173.90, 184.74)","(353.56, 225.75)","(325.57, 363.79)","(421.53, 258.62)","(171.62, 112.25)","(38.91, 80.98)","(584.49, 251.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,"(550.46, 50.51)","(442.59, 82.65)",,,"(679.20, 110.46)",,,"(321.43, 325.44)","(611.99, 279.87)","(609.07, 157.69)",,,,,,,,,,,,,,,,,,,,,,,,,,"(34.19, 174.17)",,,,"(582.05, 264.78)",,,,,,,,,,,,,,,,,"(184.66, 241.99)",,,,"(617.90, 104.50)","(550.36, 220.56)","(690.94, 67.10)",,,,"(478.36, 99.40)","(741.46, 365.55)",,,"(744.36, 310.72)","(153.53, 99.04)",,,,"(418.74, 329.17)",,,"(329.46, 223.10)",,,"(749.01, 222.61)","(58.72, 110.07)","(41.22, 208.15)",,"(92.92, 202.63)","(59.23, 231.63)",,"(204.95, 120.82)","(679.23, 313.98)","(176.50, 334.43)","(172.41, 182.35)","(353.90, 223.52)","(325.76, 363.66)","(422.22, 256.50)","(173.30, 109.15)","(38.78, 77.63)","(587.44, 249.77)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,"(550.21, 47.14)","(443.66, 79.57)",,,"(679.47, 106.99)",,,"(321.43, 325.43)","(612.09, 276.36)","(609.75, 154.91)",,,,,,,,,,,,,,,,,,,,,,,,,,"(31.31, 173.14)",,,,"(579.93, 261.07)",,,,,,,,,,,,,,,,,"(185.65, 241.09)",,,,"(617.83, 101.56)","(550.24, 220.25)","(689.34, 64.23)",,,,"(477.56, 96.80)","(742.02, 365.90)",,,"(742.26, 311.78)","(153.40, 95.91)",,,,"(419.04, 327.88)",,,"(329.55, 223.08)",,,"(749.36, 218.25)","(59.03, 106.09)","(41.10, 207.54)",,"(92.81, 199.49)","(58.63, 227.91)",,"(204.30, 117.83)","(679.78, 314.74)","(175.59, 336.86)","(171.13, 179.82)","(354.04, 221.44)","(326.25, 363.56)","(423.01, 254.89)","(175.06, 105.28)","(38.37, 74.46)","(589.84, 247.79)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,"(550.17, 43.85)","(444.80, 76.76)",,,"(679.11, 104.29)",,,"(321.40, 325.48)","(612.47, 272.72)","(610.15, 152.44)",,,,,,,,,,,,,,,,,,,,,,,,,,"(29.74, 172.56)",,,,"(578.54, 257.87)",,,,,,,,,,,,,,,,,"(186.96, 240.10)",,,,"(617.94, 98.10)","(550.11, 220.39)","(688.98, 62.13)",,,,"(476.29, 93.45)","(739.97, 365.29)",,,"(739.73, 313.12)","(153.45, 92.71)",,,,"(419.58, 325.91)",,,"(329.80, 222.99)",,,"(749.86, 215.50)","(58.68, 102.25)","(40.55, 207.08)",,"(93.05, 195.87)","(57.46, 224.20)",,"(202.40, 114.01)","(679.90, 315.57)","(174.21, 340.89)","(169.57, 177.09)","(354.71, 220.33)","(326.74, 363.44)","(423.53, 253.12)","(176.77, 101.94)","(38.52, 71.64)","(592.75, 245.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,"(549.66, 40.59)","(445.50, 73.46)",,,"(679.37, 101.44)",,,"(321.52, 325.47)","(613.62, 269.61)","(611.16, 149.76)",,,,,,,,,,,,,,,,,,,,,,,,,,"(28.89, 172.98)",,,,"(577.48, 255.30)",,,,,,,,,,,,,,,,,"(188.42, 239.19)",,,,"(617.84, 94.41)","(550.31, 220.39)","(688.45, 59.66)",,,,"(475.21, 90.42)","(740.12, 364.66)",,,"(737.87, 313.62)","(153.47, 89.19)",,,,"(420.56, 323.30)",,,"(329.83, 222.96)",,,"(750.30, 211.54)","(59.22, 98.79)","(40.57, 206.78)",,"(93.38, 192.66)","(56.21, 220.35)",,"(201.17, 110.82)","(680.28, 314.69)","(172.77, 343.20)","(169.24, 174.54)","(354.62, 218.95)","(327.32, 363.49)","(424.80, 250.38)","(179.06, 97.82)","(38.36, 70.25)","(595.40, 243.51)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,"(549.41, 37.17)","(446.15, 70.72)",,,"(679.29, 98.63)",,,"(321.57, 325.42)","(614.26, 267.09)","(611.77, 147.03)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(576.72, 252.20)",,,,,,,,,,,,,,,,,"(190.51, 237.96)",,,,"(617.96, 90.92)","(550.32, 220.38)","(687.60, 57.09)",,,,"(473.16, 86.73)","(740.21, 364.51)",,,"(735.01, 314.25)","(153.45, 86.16)",,,,"(421.43, 320.50)",,,"(329.75, 223.09)",,,"(750.34, 208.14)","(58.83, 95.67)","(40.53, 206.89)",,"(93.08, 189.29)","(55.12, 217.13)",,"(199.88, 107.90)","(680.56, 312.89)","(171.63, 346.65)","(169.02, 171.75)","(354.93, 217.77)","(327.80, 363.47)","(427.09, 247.26)","(181.05, 94.70)","(37.76, 67.88)","(598.64, 241.07)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,"(549.15, 34.56)","(447.31, 68.42)",,,"(679.41, 95.96)",,,"(321.68, 325.37)","(614.99, 264.15)","(612.20, 144.12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(575.55, 249.42)",,,,,,,,,,,,,,,,,"(192.46, 236.46)",,,,"(618.00, 87.75)","(550.26, 220.08)","(686.49, 54.02)",,,,"(471.40, 83.75)","(740.38, 364.18)",,,"(732.12, 314.98)","(153.43, 82.58)",,,,"(421.86, 317.45)",,,"(329.64, 223.08)",,,"(750.34, 204.21)","(59.12, 91.90)","(40.58, 206.97)",,"(93.08, 185.86)","(53.56, 213.58)",,"(198.73, 104.46)","(681.21, 310.10)","(170.37, 349.07)","(169.24, 169.50)","(355.01, 216.46)","(329.88, 363.74)","(428.61, 244.34)","(182.97, 90.44)","(37.74, 64.93)","(600.29, 238.62)",,"(215.47, 101.91)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,"(549.09, 31.85)","(447.60, 66.92)",,,"(679.43, 93.68)",,,"(321.74, 325.39)","(616.71, 261.62)","(613.07, 141.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(575.12, 246.23)",,,,,,,,,,,,,,,,,"(194.10, 234.80)",,,,"(618.25, 84.15)","(549.64, 217.83)","(686.72, 50.71)",,,,"(469.69, 80.69)","(740.79, 364.17)",,,"(729.37, 315.58)","(153.77, 78.82)",,,,,,,"(329.65, 223.35)",,,"(750.53, 201.34)","(59.01, 88.99)","(41.10, 207.86)",,"(93.14, 182.59)","(52.08, 210.06)",,"(197.81, 101.76)","(682.18, 307.62)","(168.69, 352.14)","(169.27, 167.55)","(355.02, 215.50)","(328.34, 363.26)","(430.31, 241.21)","(185.10, 86.79)","(37.54, 61.91)","(603.02, 236.32)",,"(216.49, 100.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,"(548.76, 29.40)","(447.67, 65.62)",,,"(679.47, 90.51)",,,"(321.76, 325.40)","(617.67, 258.73)","(613.72, 138.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(573.85, 243.81)",,,,,,,,,,,,,,,,,"(196.15, 232.79)",,,,"(618.44, 80.86)","(549.53, 214.39)","(687.26, 48.13)",,,,"(468.38, 78.21)","(741.94, 363.63)",,,"(726.89, 315.77)","(153.88, 75.68)",,,,,,,"(329.30, 223.42)",,,"(750.52, 197.91)","(59.27, 86.14)","(41.53, 210.34)",,"(93.16, 178.72)","(50.05, 207.40)",,"(198.01, 98.40)","(682.87, 305.65)","(166.89, 356.09)","(168.99, 166.42)","(355.06, 214.62)",,"(431.60, 238.24)","(187.83, 83.50)","(38.00, 58.31)","(604.73, 234.82)",,"(217.52, 98.02)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,"(548.68, 28.36)","(447.72, 63.86)",,,"(679.20, 88.05)",,,"(321.68, 325.39)","(618.44, 255.83)","(614.36, 135.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(573.55, 240.26)",,,,,,,,,,,,,,,,,"(197.87, 230.23)",,,,"(618.41, 77.38)","(549.23, 211.28)","(687.61, 45.73)",,,,"(466.18, 75.47)","(743.14, 362.94)",,,"(724.57, 315.64)","(154.04, 73.13)",,,,,,,"(329.23, 223.76)",,,"(750.54, 194.49)","(59.14, 82.84)","(41.36, 210.43)",,"(92.91, 174.90)","(49.59, 203.95)",,"(198.80, 94.72)","(683.74, 303.14)","(164.32, 359.31)","(169.37, 159.92)","(355.01, 213.64)",,"(432.87, 236.57)","(190.02, 80.11)","(37.81, 55.09)","(607.29, 232.18)",,"(218.54, 97.03)","(47.47, 111.82)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,"(548.70, 26.92)","(446.73, 61.62)",,,"(679.75, 86.44)",,,"(321.67, 325.42)","(619.39, 252.97)","(614.45, 132.48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(572.13, 237.14)",,,,,,,,,,,"(353.21, 331.81)",,,,,,"(199.59, 228.33)",,,,"(618.48, 74.46)","(548.95, 207.73)","(688.00, 43.18)",,,,"(464.87, 72.90)","(743.51, 361.13)",,,"(722.19, 316.02)","(154.14, 69.39)",,,,,,,"(329.19, 223.85)",,,"(749.89, 191.02)","(59.32, 79.26)","(41.00, 209.30)",,"(92.70, 171.13)","(47.84, 201.12)",,"(199.29, 91.03)","(684.95, 301.03)","(163.42, 363.87)",,"(354.48, 212.10)",,"(433.36, 235.49)","(192.10, 76.57)","(38.72, 51.38)","(609.50, 230.34)",,"(219.49, 94.25)","(48.81, 108.98)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,"(548.54, 25.88)","(445.34, 59.14)",,,"(680.22, 84.77)",,,"(321.76, 325.50)","(619.92, 250.44)","(614.93, 129.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(571.06, 233.58)",,,,,,,,,,,"(354.02, 332.33)",,,,,,"(200.64, 226.55)",,,,"(618.18, 71.00)","(549.13, 204.26)","(688.10, 41.35)",,,,"(463.21, 69.97)","(743.21, 358.85)",,,"(719.46, 315.66)","(154.52, 65.72)",,,,,,,"(329.25, 223.82)",,,"(749.44, 187.69)","(59.50, 75.48)","(40.12, 208.17)",,"(92.09, 167.67)","(46.52, 197.94)",,"(199.71, 87.50)","(686.46, 298.50)","(162.41, 364.82)",,"(354.19, 209.79)",,"(433.53, 234.14)","(193.87, 73.76)","(38.92, 48.34)","(611.37, 227.71)",,"(219.86, 91.76)","(50.78, 106.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,"(548.49, 24.71)","(443.71, 56.99)",,,"(681.19, 82.88)",,,"(321.83, 325.57)","(620.65, 248.43)","(615.27, 126.96)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(570.04, 230.41)",,,,,,,,,,,"(354.62, 332.14)",,,,,,"(201.61, 225.27)",,,,"(618.24, 68.03)","(549.19, 200.40)","(688.11, 40.26)",,,,"(462.25, 66.95)","(743.50, 357.92)",,,"(717.51, 315.34)","(154.58, 63.87)",,,,,,,"(329.30, 223.80)",,,"(748.50, 184.52)","(59.59, 72.19)","(40.02, 207.37)","(423.62, 299.79)","(92.28, 163.66)","(46.26, 195.75)",,"(199.90, 84.18)","(688.06, 297.12)","(161.11, 364.69)",,"(354.28, 207.01)",,"(433.51, 233.27)","(195.63, 69.83)","(40.36, 43.93)","(613.01, 225.93)",,"(220.03, 90.81)","(52.56, 104.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,"(483.25, 349.63)",,,"(548.57, 23.77)","(442.73, 54.89)",,,"(682.29, 81.55)",,,"(321.94, 325.59)","(620.69, 246.58)","(615.69, 124.42)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(569.20, 227.44)",,,,,,,,,,,"(354.88, 331.81)",,,,,,"(201.68, 225.05)",,,,"(617.75, 65.82)","(549.18, 198.11)","(688.38, 39.83)",,,,"(460.78, 64.48)","(743.60, 357.33)",,,"(716.10, 314.76)","(154.62, 63.57)",,,,,,,"(329.35, 223.75)",,,"(748.11, 181.30)","(59.29, 68.15)","(39.80, 206.23)","(423.16, 298.94)","(92.25, 159.33)","(44.99, 192.21)",,"(200.19, 80.60)","(690.18, 294.85)",,,"(354.49, 204.73)",,"(433.55, 232.26)","(196.90, 66.37)","(41.22, 41.28)","(614.52, 223.44)",,"(220.49, 90.38)","(54.86, 103.96)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,"(483.24, 349.55)",,,"(548.65, 23.02)","(441.98, 53.34)",,,"(683.34, 79.83)",,,"(321.90, 325.59)","(620.24, 245.13)","(615.79, 122.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(567.92, 224.58)",,,,,,,,,,,"(355.26, 331.86)",,,,,,,,,,"(616.17, 63.39)","(549.22, 194.71)","(691.17, 36.22)",,,,"(459.98, 61.45)","(743.35, 356.11)",,,"(714.46, 314.10)","(154.67, 62.02)",,,,,,,"(329.42, 223.73)",,,"(747.51, 178.21)","(59.44, 64.31)","(39.76, 205.96)","(422.70, 298.04)","(92.85, 155.44)","(43.90, 189.13)",,"(200.06, 77.85)","(692.51, 293.06)",,,"(354.38, 202.09)",,"(433.92, 230.78)","(197.63, 62.92)","(42.42, 37.53)","(615.74, 221.11)",,"(220.41, 90.48)","(58.12, 103.56)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,"(483.36, 349.37)",,,"(548.74, 23.14)","(441.82, 53.00)",,,"(685.46, 78.17)",,,"(321.89, 325.68)","(619.81, 243.89)","(616.73, 119.37)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(567.09, 222.23)",,,,,,,,,,,"(354.85, 332.58)",,,,,,,,,,"(615.20, 61.72)","(549.19, 191.97)",,,,,"(459.45, 58.35)","(742.92, 354.10)","(324.08, 362.38)",,"(713.91, 314.20)","(155.00, 59.28)",,,,,,,"(329.46, 223.79)",,,"(746.11, 175.03)","(59.69, 60.38)","(39.36, 204.34)","(421.72, 297.09)","(92.98, 151.04)","(42.97, 185.51)",,"(199.60, 73.91)","(694.75, 290.68)",,,"(354.19, 199.37)",,"(433.94, 228.69)","(198.49, 59.55)","(43.80, 34.41)","(617.01, 218.51)",,"(220.70, 90.44)","(61.25, 103.92)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,"(483.26, 349.35)",,,"(548.72, 23.10)","(441.89, 52.95)",,,"(687.71, 76.78)",,,"(321.95, 325.65)","(619.11, 242.56)","(617.04, 117.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(566.22, 218.83)",,,,,,,,,,,"(353.92, 332.79)",,,,,,,,,,"(613.67, 59.81)","(549.45, 187.49)",,,,,"(460.17, 55.26)","(742.31, 352.21)","(324.01, 362.39)",,"(713.50, 314.25)","(155.37, 57.07)",,,,,,,"(329.59, 223.80)",,,"(745.46, 172.39)","(60.17, 56.56)","(39.96, 203.30)","(421.32, 295.60)","(92.79, 147.57)","(40.53, 182.18)",,"(200.09, 71.27)","(696.25, 288.76)",,,"(354.11, 196.53)",,"(433.88, 226.12)","(199.22, 55.11)","(44.98, 31.37)","(617.64, 215.98)",,"(220.66, 90.56)","(63.86, 104.22)","(423.64, 311.16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,"(483.24, 349.28)",,,"(548.64, 22.73)","(441.86, 52.85)",,,"(690.19, 75.81)",,,"(321.96, 325.63)","(618.37, 241.27)","(617.16, 114.71)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(565.07, 215.64)",,,,,,,,,,,"(353.06, 333.94)",,,,,,,,,,"(612.24, 58.21)","(549.46, 183.08)",,,,,"(461.49, 52.68)","(740.88, 349.95)","(323.96, 362.28)",,"(713.62, 314.27)","(156.59, 54.47)",,,,,,,"(329.63, 223.81)",,,"(744.43, 169.53)","(60.64, 52.78)","(41.25, 202.33)","(420.35, 294.20)","(92.89, 144.67)","(39.71, 179.44)",,"(199.75, 68.07)","(697.36, 286.60)",,,"(354.22, 193.36)",,"(434.04, 223.27)","(199.84, 51.36)","(46.76, 28.46)","(618.38, 213.44)",,"(220.66, 90.46)","(66.36, 104.28)","(424.12, 311.44)","(339.58, 352.50)","(345.07, 364.39)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,"(483.13, 349.38)",,,,"(441.77, 52.62)",,,"(692.72, 74.12)",,,"(322.13, 325.63)","(617.91, 240.33)","(617.47, 111.78)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(564.40, 212.12)",,,,,,,,,,,,,,,,,,,,,"(610.57, 56.03)","(549.65, 179.64)",,,,,"(463.14, 50.05)","(739.16, 347.77)","(323.69, 362.12)",,"(713.35, 314.33)","(157.23, 52.03)",,,,,,,"(329.60, 223.70)",,,"(743.21, 166.65)","(61.27, 48.81)","(42.05, 200.99)","(420.00, 292.60)","(93.38, 142.61)","(38.91, 176.71)",,"(199.27, 64.13)","(697.83, 283.56)",,,"(354.07, 189.78)",,"(433.65, 220.40)","(199.32, 47.69)","(48.77, 24.90)","(619.06, 211.17)",,"(220.47, 90.28)","(68.61, 103.99)","(425.21, 311.85)","(337.94, 355.09)","(345.08, 364.57)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,"(483.00, 349.51)",,,,"(441.57, 52.38)",,,"(695.08, 72.34)",,,"(322.52, 325.52)","(617.26, 239.35)","(617.37, 109.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.51, 209.06)",,,,,,,,,,,,,,,,,,,,,"(609.35, 54.45)","(549.84, 177.81)",,,,,"(463.75, 47.72)","(737.33, 345.37)","(323.66, 362.30)",,"(713.09, 314.93)","(157.48, 49.73)",,,,,,,"(329.53, 223.71)",,,"(741.47, 164.53)","(61.85, 45.14)","(44.32, 199.10)","(418.82, 290.78)","(93.30, 140.42)","(38.07, 173.33)",,"(198.90, 60.63)","(697.62, 280.01)",,,"(354.14, 187.07)",,"(433.66, 217.72)","(199.43, 43.86)","(50.46, 22.33)","(619.17, 208.83)",,"(220.81, 88.52)","(69.65, 102.87)","(426.06, 311.79)","(336.52, 357.49)","(345.07, 364.52)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,"(483.42, 349.03)",,,,"(441.18, 51.28)",,,"(697.28, 70.27)",,,"(323.49, 325.95)","(616.62, 238.65)","(617.64, 106.97)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.67, 207.08)",,,,,,,,,,,,,,,,,,,,,"(607.86, 52.38)","(549.84, 177.29)",,,,,"(465.10, 44.30)","(735.97, 342.64)","(324.03, 362.02)",,"(712.20, 316.01)","(158.34, 47.51)",,,,,,,"(329.53, 223.76)",,,"(739.63, 162.22)","(62.18, 41.38)","(44.76, 197.02)","(418.63, 289.67)","(93.28, 138.28)","(36.52, 170.69)",,"(198.45, 57.37)","(697.25, 276.64)",,,"(354.10, 183.49)",,"(432.25, 215.19)","(199.33, 40.19)","(52.25, 19.59)","(619.91, 206.56)",,"(221.22, 85.98)","(71.03, 101.05)","(427.15, 311.91)","(335.85, 358.88)","(344.75, 364.48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,"(482.92, 348.90)",,,,"(441.19, 49.99)",,,"(699.77, 68.17)",,,"(324.27, 326.68)","(615.96, 237.71)","(617.84, 104.23)",,,,,,,,,,"(427.32, 365.32)",,,,,,,,,,,,,,,,,,,,"(563.78, 206.62)",,,,,,,,,,,,,,,,,,,,,"(606.37, 50.14)","(549.90, 176.54)",,,,,"(466.29, 41.06)","(734.04, 339.95)","(324.35, 361.84)",,"(709.93, 317.74)","(159.76, 44.98)",,,,,,,"(329.51, 223.73)",,,"(736.91, 160.21)","(62.84, 37.52)","(46.57, 194.96)","(418.49, 288.67)","(93.26, 136.00)","(34.99, 166.85)",,"(198.24, 53.45)","(697.38, 273.14)",,,"(354.33, 180.09)",,"(431.44, 212.62)","(199.26, 36.85)","(54.33, 16.61)","(620.15, 203.86)",,"(221.07, 82.98)","(72.13, 97.73)","(428.56, 312.27)","(333.99, 360.32)","(343.46, 364.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
