frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id75,id80,id81,id82,id83,id85,id86,id87,id101,id105,id109,id111,id115,id118,id119,id120,id124,id127,id134,id137,id140,id144,id145,id146,id147,id150,id152,id153,id154,id158,id159,id166,id167,id171,id172,id173,id176,id177,id179,id185,id188,id190,id198,id200,id201,id203,id211,id212,id215,id216,id217,id218,id219,id221,id228,id229,id230,id233,id236,id242,id249,id253,id255,id258,id262,id264,id268
20,"(474.66, 362.29)","(161.63, 301.97)",,,"(476.61, 283.48)","(209.20, 324.38)",,"(553.56, 233.24)","(435.65, 292.64)","(708.51, 342.27)",,"(678.89, 291.60)","(186.52, 302.63)","(424.55, 366.38)","(284.38, 337.00)",,"(600.81, 299.03)",,,"(66.07, 360.58)",,,,"(83.38, 362.17)",,"(290.75, 361.67)",,,,"(335.60, 363.39)",,,"(285.50, 320.31)",,,,,,,"(558.52, 365.59)",,,"(92.27, 326.70)",,,,"(573.88, 363.56)",,,"(599.32, 366.61)",,,,,,,,"(348.43, 337.24)",,,,,,,,,,"(576.49, 275.99)","(608.90, 327.52)","(687.22, 265.07)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,"(163.17, 301.81)",,,"(476.87, 283.67)","(211.62, 324.87)",,"(554.38, 229.86)","(435.80, 289.05)","(704.72, 344.63)",,"(678.77, 287.59)","(185.85, 297.35)","(424.59, 366.47)","(284.46, 336.45)",,"(600.61, 296.69)",,,"(66.32, 360.66)",,,,"(83.48, 362.10)",,"(291.65, 361.73)",,,,"(335.68, 363.30)",,,"(285.37, 320.26)",,,,,,,"(559.75, 365.60)",,,"(92.13, 322.31)",,,,"(569.79, 363.84)",,,"(599.86, 366.55)",,,,,,,,"(348.94, 336.64)",,,,,,,,,,"(580.04, 274.52)","(608.88, 327.55)","(688.02, 261.20)",,,"(76.13, 291.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,"(164.28, 300.61)",,,"(476.55, 283.69)","(213.76, 324.05)",,"(555.16, 227.24)","(435.68, 284.70)",,,"(678.97, 283.97)","(184.98, 292.47)","(424.65, 366.64)","(284.86, 336.05)",,"(600.71, 293.52)",,,"(66.47, 360.72)",,,,"(83.84, 361.65)",,"(292.32, 361.44)",,,,"(335.55, 363.38)",,,"(285.56, 320.00)",,,,,,,"(560.49, 366.38)",,,"(92.31, 318.25)",,,,"(565.96, 363.34)",,,"(599.57, 366.49)",,,,,,,,"(349.16, 336.21)",,,,,,,,,,"(582.90, 272.63)","(608.85, 327.27)","(688.59, 257.40)",,,"(74.33, 286.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,"(166.52, 299.41)",,,"(476.74, 284.65)","(215.73, 324.69)",,"(555.94, 224.32)","(435.39, 281.04)",,,"(679.35, 280.70)","(184.44, 287.17)","(424.72, 365.62)","(285.15, 335.55)",,"(600.49, 291.33)",,,"(66.79, 360.72)",,,,"(83.60, 361.83)",,"(293.59, 361.77)",,,,"(335.65, 363.21)",,,"(285.76, 319.57)",,,,,,,"(560.51, 365.53)",,,"(93.09, 314.31)",,,,"(561.58, 362.96)",,,,,,,,,,,"(350.11, 335.40)",,,,,,,,,,"(586.01, 271.25)","(608.72, 327.07)","(690.24, 254.55)",,,"(71.91, 282.77)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,"(169.22, 297.94)",,,"(476.41, 287.12)","(217.75, 323.42)",,"(556.11, 222.04)","(434.93, 276.93)",,,"(679.51, 277.12)","(183.49, 282.46)",,"(285.14, 334.55)",,"(600.63, 288.93)",,,"(66.85, 360.78)",,,,"(83.46, 361.92)",,"(294.03, 362.11)",,,,"(335.65, 363.35)",,,"(285.75, 318.77)",,,,,,,"(562.47, 366.49)",,,"(93.21, 311.26)",,,,"(556.66, 362.85)",,,,,,,,,,,"(350.32, 335.12)",,,,,,,,,,"(588.90, 269.38)","(608.73, 327.04)","(691.24, 250.61)",,,"(70.39, 278.36)",,,,,"(678.48, 324.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,"(171.68, 297.20)",,,"(476.62, 289.48)","(219.21, 322.89)",,"(555.49, 218.86)","(434.74, 273.29)",,,"(679.56, 274.14)","(183.33, 278.31)",,"(285.49, 333.74)",,"(600.90, 286.70)",,,"(67.15, 360.93)",,,,"(83.36, 362.00)",,"(293.78, 362.67)",,,,"(335.56, 363.44)",,,"(285.70, 318.69)",,,,,,,"(565.73, 366.61)",,,"(93.29, 308.80)",,,,"(553.36, 364.22)",,,,,,,,,,,"(350.54, 334.92)",,,,,,,,,,"(591.34, 268.10)","(608.51, 327.08)","(692.37, 248.17)",,,"(68.35, 274.40)",,,,,"(678.28, 324.89)","(169.44, 273.18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,"(175.87, 296.51)",,,"(475.94, 292.07)","(219.86, 320.08)",,"(555.40, 215.03)","(435.17, 269.80)",,,"(680.34, 271.91)","(182.67, 273.28)",,"(286.56, 332.52)",,"(601.27, 284.50)",,,"(67.66, 360.88)",,,,"(83.39, 361.96)",,"(293.61, 362.31)",,,,"(335.61, 363.56)",,,"(286.02, 318.14)",,,,,,,"(569.18, 366.44)",,,"(93.32, 306.23)",,,,"(553.85, 364.35)",,,,,,,,,,,"(351.26, 334.22)",,,,,,,,,,"(594.45, 266.19)","(608.52, 326.88)","(694.08, 245.18)",,,"(68.63, 270.59)",,,,,"(678.61, 324.84)","(169.73, 269.05)","(65.20, 282.26)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"(176.22, 296.55)",,,"(476.28, 293.82)","(220.43, 317.07)",,"(554.46, 212.10)","(434.81, 265.93)",,,"(681.70, 269.59)","(181.82, 269.08)",,"(287.96, 331.15)",,"(601.21, 281.24)",,,"(67.97, 360.88)",,,,"(83.15, 362.12)",,,,,,"(335.23, 363.40)",,,"(286.03, 318.31)",,,,,,,"(572.87, 366.74)",,,"(93.08, 304.19)",,,,"(553.99, 364.74)",,,,,,,,,,,"(351.18, 334.29)",,,,,,,,,,"(596.67, 265.17)","(608.63, 327.03)","(695.95, 242.00)",,,"(69.55, 267.30)",,,,,"(678.57, 324.51)","(169.92, 265.70)","(65.18, 281.04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"(176.07, 294.44)",,,"(476.06, 295.68)","(221.04, 314.04)",,"(553.66, 208.61)","(435.01, 262.47)",,,"(683.40, 268.15)","(180.56, 264.94)",,"(289.08, 329.92)",,"(600.96, 278.77)",,,"(67.92, 360.92)","(182.20, 296.43)",,,"(83.13, 362.13)",,,,,,"(334.91, 363.04)",,,"(286.24, 318.42)",,,,,,,"(576.46, 366.33)",,,"(92.61, 301.47)",,,,"(553.94, 364.26)",,,,,,,,,,,"(351.53, 333.93)",,,,,,,,,,"(598.25, 264.27)","(607.92, 326.94)","(697.34, 239.07)",,,"(71.00, 262.87)",,,,"(297.34, 370.19)","(678.09, 323.01)","(169.75, 262.64)","(64.32, 279.28)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"(176.02, 293.39)",,,"(476.23, 296.75)","(221.92, 310.94)",,"(552.89, 204.95)","(435.36, 259.62)",,,"(685.16, 266.95)","(179.69, 260.98)",,"(291.00, 330.13)",,"(601.29, 275.78)",,,"(67.20, 360.72)","(183.02, 296.40)",,,,,,,,,"(334.31, 362.90)",,,"(286.18, 318.31)",,,,,,,"(580.12, 365.85)",,,"(92.13, 297.44)",,,,"(553.14, 364.28)",,,,,,,,,,,"(352.05, 333.75)",,,,,,,,,,"(601.03, 263.06)","(608.15, 326.60)","(699.39, 236.04)",,,"(71.30, 259.67)",,,,"(297.42, 370.28)","(678.23, 321.08)","(171.48, 258.84)","(64.36, 275.72)",,"(469.54, 365.88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"(176.45, 292.38)",,,"(476.20, 296.37)","(222.01, 308.77)",,"(552.35, 201.10)","(435.38, 256.54)",,,"(687.58, 265.10)","(179.08, 257.03)",,"(292.42, 330.01)",,"(601.54, 273.01)",,,"(66.63, 360.62)","(183.22, 295.87)",,,,,,,,,"(332.74, 362.48)",,,"(286.76, 317.98)",,,,,,,"(582.77, 365.06)",,,"(91.68, 294.50)",,,,"(552.70, 364.14)",,,,,,,,,,,"(352.38, 333.11)",,,,,,,,,,"(602.93, 260.27)","(608.30, 326.53)","(700.44, 233.46)",,,"(73.23, 256.35)",,,,"(297.51, 369.43)","(678.60, 319.14)","(171.27, 255.74)","(62.33, 272.81)",,,"(489.63, 358.57)","(482.51, 271.94)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"(177.82, 291.20)",,,"(476.04, 296.51)","(221.45, 306.17)",,"(552.13, 198.35)","(435.47, 252.72)",,,"(689.75, 263.48)","(178.71, 253.55)",,"(293.48, 329.46)",,"(601.57, 270.30)",,,"(65.83, 360.63)","(182.94, 295.92)",,,,,,,,,"(330.91, 362.14)",,,"(287.40, 317.35)",,,,,,,,,,"(91.18, 293.29)",,,,"(552.27, 364.33)",,,,,,,,,,,"(352.57, 332.82)",,,,,,"(152.32, 289.58)",,,,"(604.92, 257.61)","(608.11, 325.38)","(700.73, 230.94)",,,"(74.00, 252.88)",,"(693.43, 358.47)",,,"(678.88, 317.96)","(170.80, 252.44)","(60.38, 270.16)",,,"(489.46, 359.74)","(482.47, 267.43)","(167.56, 342.07)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"(179.25, 289.41)",,,,"(221.41, 303.24)",,"(551.98, 194.84)","(435.92, 249.29)",,,"(692.03, 261.02)","(178.19, 250.05)",,"(295.33, 329.47)",,"(601.76, 267.13)",,,"(65.44, 360.60)","(183.19, 296.99)",,,,,,,,,"(329.16, 361.76)",,,"(288.12, 316.23)",,,,,,,,,,"(91.43, 291.81)",,,,"(551.20, 364.91)",,,,,,,,,,,"(352.71, 332.53)",,,,,,"(152.37, 289.60)",,,,"(606.82, 254.18)","(607.59, 323.36)","(700.81, 227.56)",,,"(74.87, 249.33)",,"(694.04, 357.85)",,,"(679.42, 316.83)","(172.09, 248.68)","(60.67, 268.60)",,,"(489.46, 360.36)","(482.79, 265.47)","(166.65, 340.56)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"(180.56, 287.72)",,,,"(221.69, 299.17)",,"(551.67, 191.23)","(436.01, 245.86)",,,"(693.78, 257.83)","(177.98, 246.88)",,"(297.05, 329.23)",,"(601.48, 264.36)",,,"(65.48, 360.61)","(183.39, 297.48)",,,,,,"(429.68, 365.64)",,,"(327.08, 361.37)",,,"(289.38, 315.25)",,,,,,,,,,"(91.47, 288.73)",,,,"(550.27, 365.13)",,,,,,,,,,,"(352.84, 332.21)",,,,,,"(152.46, 289.67)",,,,"(608.77, 250.78)","(606.86, 320.91)","(701.12, 223.68)",,,"(75.34, 245.47)",,"(693.52, 360.04)",,,"(680.02, 315.21)","(171.45, 245.06)","(59.90, 267.79)",,,"(489.25, 362.20)","(482.60, 263.08)","(166.62, 338.69)","(311.70, 248.56)","(601.67, 323.51)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"(182.52, 286.05)",,,,"(221.52, 295.77)",,"(551.36, 187.31)","(435.97, 242.45)",,,"(694.87, 254.70)","(177.88, 243.85)",,"(298.15, 329.23)",,"(601.81, 261.16)",,,"(65.23, 360.62)","(183.36, 297.27)",,,,,,"(429.65, 365.60)",,,"(325.47, 361.17)",,,"(290.79, 314.30)",,,,,,,,,,"(91.74, 286.11)",,,,"(550.54, 365.17)",,,,,,,,,,,"(353.03, 331.87)",,,,,,"(152.48, 289.81)",,,,"(609.95, 247.03)","(606.45, 317.85)","(701.48, 220.11)",,,"(76.16, 240.75)",,"(693.11, 360.61)",,,"(680.49, 313.24)","(171.67, 241.93)","(59.53, 266.01)",,,"(488.93, 364.84)","(482.67, 259.66)","(166.88, 336.58)","(312.06, 249.19)","(600.24, 323.92)","(458.26, 363.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"(185.22, 284.10)",,,,"(221.73, 291.73)",,"(551.08, 183.00)","(436.01, 238.49)",,,"(695.89, 251.05)","(177.96, 241.26)",,"(299.06, 329.54)",,"(601.94, 258.42)",,,"(65.41, 357.03)","(183.44, 296.11)",,,,,,"(429.61, 365.62)",,,"(324.58, 361.14)",,,"(292.87, 313.32)",,,,,,,,,,"(92.55, 283.53)",,,,"(551.02, 365.13)",,,,,,,,,,,"(353.25, 331.40)",,,,,,"(152.42, 289.67)",,,,"(611.59, 243.23)","(605.38, 314.90)","(701.68, 216.81)",,,"(76.04, 236.85)",,"(692.09, 360.52)","(291.71, 362.27)",,"(681.78, 311.12)","(172.14, 239.15)","(58.02, 263.71)",,,"(488.76, 364.69)","(482.67, 255.10)","(168.83, 334.82)","(313.13, 248.77)","(599.52, 323.81)","(457.99, 363.16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"(189.03, 282.09)",,,,"(221.32, 288.93)",,"(550.97, 179.01)","(436.03, 235.37)",,,"(696.52, 247.68)","(177.79, 238.24)",,"(300.46, 329.91)",,"(602.25, 255.04)",,,,,,,,,,"(429.84, 365.65)",,,"(323.32, 361.07)",,,"(293.60, 313.14)",,,,,,,,,,"(92.82, 280.95)",,,,"(552.70, 365.09)",,,,,,,,,,,"(353.37, 331.11)",,,,,,"(152.48, 289.81)",,,,"(612.43, 239.44)","(604.93, 310.99)","(702.45, 213.06)",,,"(76.51, 232.68)",,"(692.94, 359.34)",,,"(682.82, 309.22)","(172.10, 236.56)","(56.96, 260.12)",,,"(488.81, 363.75)","(482.60, 251.03)","(170.67, 332.96)","(314.60, 248.09)","(597.85, 321.92)","(457.18, 363.16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"(191.29, 280.28)",,,,"(221.25, 286.22)",,"(550.75, 174.94)","(436.22, 231.99)",,,"(697.38, 244.62)","(177.40, 236.32)",,"(301.36, 330.46)",,"(602.35, 252.12)",,,,,,,,,,"(429.83, 365.68)",,,"(321.98, 361.12)",,,"(294.77, 312.51)",,,,,,,,,,"(93.15, 277.73)",,,,"(552.94, 364.66)",,,,,,,,,,,"(353.50, 330.89)",,,,,,"(152.78, 289.72)",,,,"(613.44, 235.96)","(603.15, 307.22)","(702.85, 209.73)",,,"(76.38, 229.04)",,"(692.76, 359.79)",,,"(684.82, 307.48)","(171.36, 233.51)","(54.86, 257.01)",,,"(487.53, 362.12)","(482.68, 246.83)","(172.04, 330.65)","(315.99, 248.05)","(595.55, 319.31)","(457.23, 363.04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"(193.85, 276.96)",,,,"(221.21, 283.92)",,"(550.83, 170.95)","(436.11, 228.58)",,,"(698.23, 241.27)","(177.19, 232.63)",,"(302.57, 331.34)",,"(602.41, 249.38)",,,,,,,,,,"(429.99, 365.75)",,,"(321.55, 361.09)",,,"(295.65, 311.89)",,,,,,,,,,"(93.33, 274.63)",,,,"(553.00, 364.50)",,,,,,,,,,,"(353.61, 330.79)",,,,,,"(152.82, 289.70)",,,,"(614.29, 232.17)","(602.30, 303.32)","(703.89, 206.41)",,,"(76.80, 225.04)",,"(692.22, 360.26)",,,"(686.61, 305.59)","(171.63, 230.59)","(53.73, 253.25)",,,"(486.04, 360.38)","(482.70, 243.03)","(175.18, 328.40)","(316.30, 247.55)","(592.48, 317.34)","(455.90, 363.73)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"(196.09, 274.24)",,,,"(220.68, 280.39)",,"(550.74, 166.41)","(436.16, 224.78)",,,"(698.74, 238.04)","(176.60, 229.83)",,"(303.42, 331.80)",,"(602.64, 246.48)",,,,,,,,,,"(430.01, 365.85)",,,"(320.47, 360.95)",,,"(297.70, 311.29)",,,,,,,,,,"(93.29, 271.20)",,,,"(552.36, 362.92)",,,,,,,,,,,"(353.85, 330.21)",,,,,,"(152.77, 289.61)",,,,"(615.19, 228.74)","(599.58, 299.54)","(704.39, 202.97)",,,"(76.93, 220.98)",,"(692.07, 362.47)",,,"(688.13, 304.06)","(172.04, 227.63)",,,,"(484.79, 359.19)","(482.43, 238.46)","(176.38, 327.34)","(316.47, 247.07)","(589.12, 315.03)","(455.86, 364.11)",,"(34.14, 262.31)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"(198.52, 271.68)",,,,"(220.69, 277.06)",,"(550.88, 162.59)","(436.09, 221.07)",,,"(698.32, 234.55)","(175.99, 226.26)",,"(304.22, 332.28)",,"(602.20, 243.49)",,,,,,,,,,"(430.11, 365.81)",,,"(320.05, 361.19)",,,"(299.94, 310.41)",,,,,,,,,,"(93.32, 268.16)",,,,"(552.15, 360.12)",,,,,,,,,,,"(354.01, 329.94)",,,,,,"(152.94, 289.78)",,,,"(615.78, 225.50)","(598.21, 295.90)","(705.89, 199.47)",,,"(77.29, 217.47)",,"(692.28, 362.89)",,,"(688.87, 303.13)","(172.21, 225.07)",,,,"(484.44, 358.44)","(482.13, 234.00)","(177.15, 327.50)","(316.95, 246.22)","(585.99, 312.87)","(456.12, 363.81)",,"(36.44, 259.54)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"(200.95, 269.44)",,,,"(220.32, 273.45)",,"(551.04, 159.04)","(436.03, 217.81)",,,"(698.48, 230.94)","(176.25, 222.32)",,"(304.45, 332.53)","(618.21, 365.40)","(602.32, 240.53)",,,,,,,,,,"(430.08, 365.68)",,,"(319.83, 361.31)",,,"(302.30, 309.70)",,,,,,,,,,"(93.40, 265.15)",,,,"(552.25, 356.62)",,,,,,,,,,,"(354.07, 329.95)",,,,,,"(153.09, 289.87)",,,,"(616.96, 221.81)","(595.94, 292.68)","(706.84, 196.26)",,,"(77.25, 214.12)",,"(693.47, 361.95)",,,"(689.77, 302.39)","(172.27, 222.37)",,,,"(482.46, 357.92)","(481.77, 230.86)","(177.52, 327.50)","(316.43, 245.53)","(583.70, 310.18)","(455.74, 362.27)",,"(38.12, 255.98)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"(203.97, 268.41)",,,,"(220.02, 270.78)",,"(550.92, 155.54)","(435.89, 213.92)",,,"(697.55, 227.32)","(175.99, 219.44)",,"(304.33, 332.53)","(617.82, 365.37)","(601.56, 238.10)",,,,,,,,,,"(429.45, 365.73)",,,"(319.80, 361.22)",,,"(304.16, 308.93)",,,,,,,,,,"(92.98, 261.80)",,,,"(552.16, 352.45)",,,,,,,,,,,"(354.12, 329.93)",,,,,,"(152.95, 290.10)",,,,"(617.29, 218.76)","(594.28, 289.23)","(707.29, 192.83)",,,"(76.49, 210.48)",,"(693.81, 361.72)",,,"(691.40, 301.54)","(172.08, 218.35)",,,,"(481.07, 357.65)","(481.47, 228.95)","(180.63, 324.12)","(316.15, 244.96)","(580.20, 307.03)","(453.17, 362.47)",,"(40.47, 253.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"(206.82, 269.14)",,,,"(218.72, 268.47)",,"(551.01, 152.75)","(436.01, 210.61)",,,"(696.97, 223.84)",,,"(304.19, 332.55)","(617.12, 365.47)","(601.79, 235.14)",,,,,,,,,,"(429.59, 365.80)",,,"(319.69, 361.36)",,,"(306.19, 307.75)",,,,,,,,,,"(92.74, 257.96)",,,,"(552.24, 348.60)",,,,,,,,,,,"(354.16, 329.93)",,,,,,"(152.71, 289.90)",,,,"(617.81, 216.19)","(590.66, 285.77)","(708.29, 188.97)",,,"(75.79, 207.11)",,"(694.50, 361.61)",,,"(693.55, 301.04)","(173.44, 215.39)",,,,"(479.22, 357.64)","(481.31, 227.54)",,"(316.82, 243.97)","(577.83, 305.01)","(450.63, 362.25)","(717.19, 351.02)","(42.48, 250.12)","(43.99, 236.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"(208.75, 269.84)",,,,"(218.32, 265.86)",,"(551.00, 149.61)","(435.56, 207.58)",,,"(695.57, 220.38)",,,"(304.23, 332.58)","(616.52, 364.93)","(601.32, 232.44)",,,,,,,,,,"(430.04, 365.96)",,,"(319.65, 361.35)",,,"(308.64, 306.86)",,,,,,,,,,"(92.29, 254.49)",,,,"(552.09, 344.68)",,,,,,,,,,,"(353.96, 330.04)",,,,,,"(152.08, 289.17)",,,,"(618.33, 213.47)","(586.72, 282.89)","(709.57, 185.57)",,,"(74.35, 203.28)",,"(695.57, 363.74)",,,"(693.29, 302.13)","(172.93, 211.32)",,,,"(477.06, 358.31)","(481.10, 226.73)",,"(316.75, 242.72)","(574.92, 301.96)","(448.42, 362.75)","(719.48, 348.28)","(45.34, 247.90)","(43.29, 236.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"(209.96, 270.49)",,,,"(217.64, 264.42)",,"(550.85, 147.18)","(435.51, 204.46)",,,"(695.14, 217.63)",,,"(304.19, 332.52)","(615.75, 364.44)","(601.05, 229.95)",,,,,,,,,"(311.20, 364.22)","(429.17, 365.70)",,,"(319.52, 361.06)",,,"(311.31, 305.56)",,,,,,,,,,"(91.56, 250.56)",,,,"(551.26, 341.05)",,,,,,,,,,,"(354.00, 329.91)",,,,,,"(151.73, 288.05)",,,,"(619.12, 210.24)","(582.63, 280.75)","(710.10, 182.03)",,,"(71.83, 200.28)",,"(697.86, 363.73)",,,"(693.58, 303.19)","(172.50, 207.76)",,,,"(475.01, 359.57)",,,"(316.72, 241.54)","(572.83, 299.47)","(445.10, 363.08)","(721.53, 345.43)","(47.99, 245.35)","(42.92, 233.97)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"(211.41, 272.02)",,,,"(217.28, 262.27)",,"(550.80, 144.80)","(434.80, 201.62)",,,"(693.40, 214.72)",,,"(304.32, 332.50)","(615.48, 364.11)","(601.19, 227.27)",,,,,,,,,"(313.40, 363.98)","(428.79, 365.78)",,,"(319.52, 361.08)",,,"(313.99, 304.53)",,,,,,,,,,"(90.98, 246.86)",,,,"(550.52, 337.91)",,,,,,,,,,,"(353.89, 329.91)",,,,,,"(151.49, 286.49)",,,,"(619.64, 207.84)","(578.61, 279.20)","(711.22, 178.92)",,,"(69.73, 196.72)",,"(700.52, 362.98)",,,"(694.71, 303.70)","(172.58, 203.88)",,,,"(472.95, 362.09)",,,"(318.17, 239.33)","(570.73, 297.35)",,"(722.23, 342.07)","(50.37, 243.72)","(41.95, 233.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"(213.23, 273.76)",,,,"(216.51, 260.24)",,"(550.74, 143.09)","(434.11, 199.03)",,,"(692.36, 212.18)",,,"(304.32, 332.53)","(615.30, 363.99)","(600.58, 224.57)",,,,,,,,,"(314.27, 364.38)","(428.35, 365.75)",,,"(319.01, 361.44)",,,"(316.33, 303.70)",,,,,,,,,,"(90.34, 243.24)",,,,"(550.05, 336.18)",,,,,,,,,,,"(353.97, 329.94)","(448.81, 352.53)",,,,,"(151.99, 283.56)",,,,"(620.09, 206.04)","(575.42, 277.22)","(711.92, 175.66)",,,"(67.48, 193.84)",,"(703.00, 362.85)",,,"(695.62, 304.23)","(172.29, 199.92)",,,,"(471.81, 363.22)",,,"(319.22, 237.77)","(568.40, 295.23)",,"(723.17, 338.17)","(52.29, 241.47)","(41.73, 233.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"(215.09, 274.75)",,,,"(215.52, 257.40)",,"(551.37, 142.29)","(433.94, 196.06)",,,"(690.60, 209.38)",,,"(304.52, 332.26)","(614.36, 363.46)","(600.46, 222.08)",,,,,,,,,"(313.93, 365.16)","(428.05, 365.76)",,,"(319.08, 361.93)",,,"(320.70, 302.12)",,,,,,,,,,"(89.35, 239.68)",,,,"(549.49, 333.96)",,,,,,,,,,,"(354.04, 329.91)","(448.76, 352.52)",,,,,"(152.61, 281.93)",,,,"(620.01, 205.45)","(572.73, 275.95)","(711.87, 172.13)",,,"(65.37, 190.47)",,"(705.43, 362.73)",,,"(696.29, 304.70)","(172.23, 195.99)",,,,"(470.23, 362.79)",,,"(320.32, 236.27)","(565.86, 293.71)",,"(724.77, 335.15)","(50.97, 238.57)","(42.03, 233.68)",,,"(86.42, 338.49)","(440.53, 366.03)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"(216.18, 274.99)",,,,"(213.31, 254.24)",,"(552.22, 141.17)","(433.15, 193.04)",,,"(689.15, 206.81)",,,"(305.55, 331.80)","(614.32, 362.67)","(599.37, 219.23)",,,,,,,,,,"(428.18, 365.67)",,,,,,"(324.12, 301.34)",,,,,,,,,,"(88.45, 236.18)",,,,"(549.60, 333.46)",,,,,,,,,,,"(354.02, 329.93)","(448.57, 352.63)",,,,,"(152.33, 280.79)",,,,"(619.96, 205.41)","(569.90, 275.03)","(711.02, 168.66)",,,"(63.51, 187.30)",,"(707.18, 362.64)",,,"(698.14, 305.55)","(172.22, 192.43)",,,,"(467.37, 362.21)",,,"(321.24, 234.26)","(563.66, 292.68)",,"(726.82, 331.50)","(50.46, 234.27)","(42.12, 233.89)",,"(73.77, 319.40)","(86.71, 335.58)","(439.85, 365.90)","(193.53, 181.42)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
